,Name,Rarity,Quantity,Price,Expansion,Finish,Language,Condition
8797,Narset Parter of Veils (JPN Alternate Art),Uncommon,3.0,375.0,War of the Spark,Foil,Japanese,NEAR MINT
6186,Tarmogoyf,Rare,2.0,350.0,Futuresight,Foil,English,NEAR MINT
2593,Mana Vault,S,4.0,325.0,Kaladesh Inventions,Foil,English,NEAR MINT
2508,Hallowed Fountain,Rare,2.0,300.0,Dissension,Foil,English,NEAR MINT
2591,Lotus Petal,S,4.0,300.0,Kaladesh Inventions,Foil,English,NEAR MINT
7964,"Jace, the Mind Sculptor",Mythic,2.0,275.0,Worldwake,Foil,English,NEAR MINT
2614,Sword of Feast and Famine,S,2.0,250.0,Kaladesh Inventions,Foil,English,NEAR MINT
2578,Chrome Mox,S,4.0,240.0,Kaladesh Inventions,Foil,English,NEAR MINT
10595,Demonic Tutor (JP ALT ART),Mythic,8.0,230.0,Strixhaven Mystical Archive,Foil,Japanese,NEAR MINT
975,"Oboro, Palace in the Clouds",Rare,2.0,225.0,Saviors of Kamigawa,Foil,English,NEAR MINT
2596,Mox Opal,S,4.0,225.0,Kaladesh Inventions,Foil,English,NEAR MINT
5434,The Scarab God,Common,4.0,220.0,Amonkhet Invocations,Foil,English,NEAR MINT
10100,Wrenn and Six,Mythic,8.0,220.0,Modern Horizons,Foil,English,NEAR MINT
2575,Chalice of the Void,S,2.0,215.0,Kaladesh Inventions,Foil,English,NEAR MINT
6870,Ponder,S,4.0,215.0,Time Spiral Remastered,Foil,English,NEAR MINT
4473,Misty Rainforest,Mythic,4.0,210.0,Zendikar Expeditions,Foil,English,NEAR MINT
1366,Steam Vents,Rare,2.0,200.0,Guildpact,Foil,English,NEAR MINT
2212,The Meathook Massacre,Mythic,2.0,200.0,Innistrad  Double Feature,Foil,English,NEAR MINT
2486,Blood Crypt,Rare,2.0,200.0,Dissension,Foil,English,NEAR MINT
2489,Breeding Pool,Rare,2.0,200.0,Dissension,Foil,English,NEAR MINT
4476,Polluted Delta,Mythic,4.0,200.0,Zendikar Expeditions,Foil,English,NEAR MINT
5416,Force of Will,S,4.0,200.0,Amonkhet Invocations,Foil,English,NEAR MINT
6929,Thoughtseize,S,4.0,200.0,Time Spiral Remastered,Foil,English,NEAR MINT
9172,City of Brass,Rare,2.0,200.0,8th Edition,Foil,English,NEAR MINT
11223,Sensei's Divining Top,Uncommon,4.0,200.0,Champions of Kamigawa,Foil,English,NEAR MINT
11690,"Hidetsugu, Devouring Chaos (Neon Yellow) (WPN Exclusive)",Rare,2.0,200.0,Kamigawa  Neon Dynasty,Foil,English,NEAR MINT
4464,Flooded Strand,Mythic,4.0,190.0,Zendikar Expeditions,Foil,English,NEAR MINT
11688,"Hidetsugu, Devouring Chaos (Neon Green)",Rare,1.0,190.0,Kamigawa  Neon Dynasty,Foil,English,NEAR MINT
5153,Overgrown Tomb,Rare,2.0,185.0,Ravnica,Foil,English,NEAR MINT
4480,Scalding Tarn,Mythic,2.0,175.0,Zendikar Expeditions,Foil,English,NEAR MINT
2571,Aether Vial,S,4.0,170.0,Kaladesh Inventions,Foil,English,NEAR MINT
2599,Painter's Servant,S,4.0,170.0,Kaladesh Inventions,Foil,English,NEAR MINT
11867,The Wandering Emperor (Foil Etched),Mythic,4.0,170.0,Kamigawa  Neon Dynasty,Foil,English,NEAR MINT
8775,Karn the Great Creator (JPN Alternate Art),Rare,4.0,165.0,War of the Spark,Foil,Japanese,NEAR MINT
1370,Stomping Ground,Rare,2.0,160.0,Guildpact,Foil,English,NEAR MINT
3459,Bloom Tender,Rare,2.0,160.0,Eventide,Foil,English,NEAR MINT
4005,Thoughtseize,Rare,2.0,160.0,Lorwyn,Foil,English,NEAR MINT
5860,Dark Depths,Rare,2.0,150.0,Coldsnap,Foil,English,NEAR MINT
12196,Force of Will,,4.0,150.0,Eternal Masters,Foil,English,NEAR MINT
2615,Sword of Fire and Ice,S,2.0,145.0,Kaladesh Inventions,Foil,English,NEAR MINT
2581,Crucible of Worlds,S,6.0,140.0,Kaladesh Inventions,Foil,English,NEAR MINT
4450,Ancient Tomb,Rare,4.0,140.0,Zendikar Expeditions,Foil,English,NEAR MINT
4700,Umezawa's Jitte,Rare,2.0,140.0,Betrayers of Kamigawa,Foil,English,NEAR MINT
5407,Damnation,,1.0,140.0,Amonkhet Invocations,Foil,English,NEAR MINT
8809,Nissa Who Shakes the World (JPN Alternate Art),Rare,4.0,140.0,War of the Spark,Foil,Japanese,NEAR MINT
8835,Teferi Time Raveler (JPN Alternate Art),Rare,2.0,140.0,War of the Spark,Foil,Japanese,NEAR MINT
12220,Mana Crypt,,4.0,140.0,Eternal Masters,Foil,English,NEAR MINT
1255,"Emrakul, the Aeons Torn",Mythic,2.0,135.0,Rise of the Eldrazi ,Foil,English,NEAR MINT
2622,Wurmcoil Engine,S,2.0,135.0,Kaladesh Inventions,Foil,English,NEAR MINT
4492,Watery Grave,Mythic,2.0,135.0,Zendikar Expeditions,Foil,English,NEAR MINT
5425,Omniscience,,3.0,135.0,Amonkhet Invocations,Foil,English,NEAR MINT
9046,Chrome Mox,Rare,2.0,135.0,Mirrodin,Foil,English,NEAR MINT
9198,Grave Pact,Rare,2.0,135.0,8th Edition,Foil,English,NEAR MINT
2602,Platinum Angel,S,4.0,130.0,Kaladesh Inventions,Foil,English,NEAR MINT
4490,Verdant Catacombs,Mythic,3.0,130.0,Zendikar Expeditions,Foil,English,NEAR MINT
2590,Lightning Greaves,S,4.0,125.0,Kaladesh Inventions,Foil,English,NEAR MINT
4454,Bloodstained Mire,Mythic,4.0,125.0,Zendikar Expeditions,Foil,English,NEAR MINT
4455,Breeding Pool,Mythic,4.0,125.0,Zendikar Expeditions,Foil,English,NEAR MINT
4482,Steam Vents,Mythic,4.0,125.0,Zendikar Expeditions,Foil,English,NEAR MINT
4567,"Urborg, Tomb of Yawgmoth",Rare,3.0,125.0,Planar Chaos,Foil,English,NEAR MINT
5306,Gemstone Caverns,Rare,1.0,125.0,Time Spiral,Foil,English,NEAR MINT
6956,"Yawgmoth, Thran Physician",S,4.0,125.0,Time Spiral Remastered,Foil,English,NEAR MINT
8805,Nicol Bolas Dragon-God (JPN Alternate Art),Mythic,2.0,125.0,War of the Spark,Foil,Japanese,NEAR MINT
11868,The Wandering Emperor (Showcase),Mythic,4.0,125.0,Kamigawa  Neon Dynasty,Foil,English,NEAR MINT
2579,Cloudstone Curio,S,4.0,120.0,Kaladesh Inventions,Foil,English,NEAR MINT
2604,Scroll Rack,S,4.0,120.0,Kaladesh Inventions,Foil,English,NEAR MINT
4452,Blood Crypt,Mythic,4.0,120.0,Zendikar Expeditions,Foil,English,NEAR MINT
6780,Chalice of the Void,S,3.0,120.0,Time Spiral Remastered,Foil,English,NEAR MINT
8789,Liliana Dreadhorde General (JPN Alternate Art),Mythic,3.0,120.0,War of the Spark,Normal,Japanese,NEAR MINT
4453,Blood Crypt,Mythic,3.0,120.0,Zendikar Expeditions,Foil,English,LIGHT PLAY
4495,Wooded Foothills,Mythic,3.0,115.0,Zendikar Expeditions,Foil,English,NEAR MINT
2471,Tooth and Nail,Rare,2.0,114.0,Modern Masters,Normal,English,NEAR MINT
1284,"Kozilek, Butcher of Truth",Mythic,4.0,110.0,Rise of the Eldrazi ,Foil,English,NEAR MINT
1329,"Ulamog, the Infinite Gyre",Mythic,4.0,110.0,Rise of the Eldrazi ,Foil,English,NEAR MINT
1344,Godless Shrine,Rare,2.0,110.0,Guildpact,Foil,English,NEAR MINT
2585,Ensnaring Bridge,S,4.0,110.0,Kaladesh Inventions,Foil,English,NEAR MINT
3704,"Ragavan, Nimble Pilferer (Borderless)",Mythic,7.0,110.0,Modern Horizons 2,Foil,English,NEAR MINT
4468,Hallowed Fountain,Mythic,3.0,110.0,Zendikar Expeditions,Foil,English,NEAR MINT
4471,Mana Confluence,Rare,4.0,110.0,Zendikar Expeditions,Foil,English,NEAR MINT
6072,Skullclamp,Uncommon,2.0,110.0,Darksteel,Foil,English,NEAR MINT
6130,Horizon Canopy,Rare,2.0,110.0,Futuresight,Foil,English,NEAR MINT
1076,Cavern of Souls,Mythic,8.0,100.0,Zendikar Rising Expeditions,Foil,English,NEAR MINT
1449,"Jace, the Mind Sculptor",Mythic,1.0,100.0,War of the Spark Mythic Edition,Foil,English,NEAR MINT
2584,Engineered Explosives,S,3.0,100.0,Kaladesh Inventions,Foil,English,NEAR MINT
2600,Pithing Needle,S,3.0,100.0,Kaladesh Inventions,Foil,English,NEAR MINT
2619,Trinisphere,S,2.0,100.0,Kaladesh Inventions,Foil,English,NEAR MINT
4466,Godless Shrine,Mythic,4.0,100.0,Zendikar Expeditions,Foil,English,NEAR MINT
4638,"Higure, the Still Wind",Rare,2.0,100.0,Betrayers of Kamigawa,Foil,English,NEAR MINT
5920,Thrumming Stone,Rare,4.0,100.0,Coldsnap,Foil,English,NEAR MINT
6177,Sliver Legion,Rare,2.0,100.0,Futuresight,Foil,English,NEAR MINT
10528,"Teferi, Hero of Dominaria",Mythic,3.0,100.0,Guilds of Ravnica Mythic Edition,Foil,English,NEAR MINT
10596,Demonic Tutor (JP ALT ART) (Foil Etched),Mythic,2.0,100.0,Strixhaven Mystical Archive,Normal,Japanese,NEAR MINT
11227,"Shinka, the Bloodsoaked Keep",Rare,2.0,100.0,Champions of Kamigawa,Foil,English,NEAR MINT
4493,Windswept Heath,Mythic,4.0,95.0,Zendikar Expeditions,Foil,English,NEAR MINT
9775,"Ulamog, the Ceaseless Hunger",Mythic,3.0,95.0,Battle for Zendikar,Foil,English,NEAR MINT
991,Sakashima the Impostor,Rare,2.0,90.0,Saviors of Kamigawa,Foil,English,NEAR MINT
1292,"Linvala, Keeper of Silence",Mythic,2.0,90.0,Rise of the Eldrazi ,Foil,English,NEAR MINT
1555,Painter's Servant,Rare,1.0,90.0,Shadowmoor,Foil,English,NEAR MINT
2577,Chromatic Lantern,S,3.0,90.0,Kaladesh Inventions,Foil,English,NEAR MINT
2616,Sword of Light and Shadow,S,3.0,90.0,Kaladesh Inventions,Foil,English,NEAR MINT
3157,Engineered Explosives,Rare,2.0,90.0,Fifth Dawn,Foil,English,NEAR MINT
3975,Ponder,Common,2.0,90.0,Lorwyn,Foil,English,NEAR MINT
4451,Arid Mesa,Mythic,4.0,90.0,Zendikar Expeditions,Foil,English,NEAR MINT
4475,Overgrown Tomb,Mythic,4.0,90.0,Zendikar Expeditions,Foil,English,NEAR MINT
4783,Mindbreak Trap,Mythic,3.0,90.0,Zendikar,Foil,English,NEAR MINT
5117,Doubling Season,Rare,4.0,90.0,Ravnica,Foil,English,NEAR MINT
5433,The Locust God,,4.0,90.0,Amonkhet Invocations,Foil,English,NEAR MINT
9042,Chalice of the Void,Rare,4.0,90.0,Mirrodin,Foil,English,NEAR MINT
9893,Cavern of Souls,Rare,2.0,90.0,Avacyn Restored,Foil,English,NEAR MINT
9898,Craterhoof Behemoth,Mythic,2.0,90.0,Avacyn Restored,Foil,English,NEAR MINT
10753,Time Warp (JP ALT ART),Mythic,6.0,90.0,Strixhaven Mystical Archive,Foil,Japanese,NEAR MINT
11144,Hall of the Bandit Lord,Rare,2.0,90.0,Champions of Kamigawa,Foil,English,NEAR MINT
11169,"Kiki-Jiki, Mirror Breaker",Rare,2.0,90.0,Champions of Kamigawa,Foil,English,NEAR MINT
1515,Greater Auramancy,Rare,2.0,85.0,Shadowmoor,Foil,English,NEAR MINT
4479,Sacred Foundry,Mythic,4.0,85.0,Zendikar Expeditions,Foil,English,NEAR MINT
5402,Consecrated Sphinx,S,4.0,85.0,Amonkhet Invocations,Foil,English,NEAR MINT
5405,Counterspell,S,4.0,85.0,Amonkhet Invocations,Foil,English,NEAR MINT
5408,Daze,S,1.0,85.0,Amonkhet Invocations,Foil,English,NEAR MINT
10202,Bitterblossom,Rare,2.0,85.0,Morningtide,Foil,English,NEAR MINT
10311,Liliana of the Veil,Mythic,4.0,85.0,Innistrad,Foil,English,NEAR MINT
2372,City of Brass,Rare,2.0,80.0,Modern Masters,Foil,English,NEAR MINT
2609,Staff of Domination,S,3.0,80.0,Kaladesh Inventions,Foil,English,NEAR MINT
4474,Mystic gate,Rare,4.0,80.0,Zendikar Expeditions,Foil,English,NEAR MINT
4483,Stomping Ground,Mythic,3.0,80.0,Zendikar Expeditions,Foil,English,NEAR MINT
5145,Life from the Loam,Rare,2.0,80.0,Ravnica,Foil,English,NEAR MINT
5414,Entomb,S,2.0,80.0,Amonkhet Invocations,Foil,English,NEAR MINT
5427,Pact of Negation,S,2.0,80.0,Amonkhet Invocations,Foil,English,NEAR MINT
5436,Thoughtseize,,2.0,80.0,Amonkhet Invocations,Foil,English,NEAR MINT
6083,Sword of Fire and Ice,Rare,2.0,80.0,Darksteel,Foil,English,NEAR MINT
6126,Grove of the Burnwillows,Rare,2.0,80.0,Futuresight,Foil,English,NEAR MINT
7242,"Urza, Lord High Artificer",Mythic,4.0,80.0,Modern Horizons 1 Retro Frames,Foil,English,NEAR MINT
10333,Snapcaster Mage,Rare,3.0,80.0,Innistrad,Foil,English,NEAR MINT
10525,"Liliana, the Last Hope",Mythic,3.0,80.0,Guilds of Ravnica Mythic Edition,Foil,English,NEAR MINT
10594,Demonic Tutor (JP ALT ART),Mythic,3.0,80.0,Strixhaven Mystical Archive,Normal,Japanese,NEAR MINT
11082,Sorin the Mirthless (Showcase),Mythic,1.0,80.0,Innistrad  Crimson Vow,Foil,English,NEAR MINT
11122,"Boseiju, Who Shelters All",Rare,2.0,80.0,Champions of Kamigawa,Foil,English,NEAR MINT
11687,"Hidetsugu, Devouring Chaos (Neon Blue)",Rare,2.0,80.0,Kamigawa  Neon Dynasty,Foil,English,NEAR MINT
11715,"Jin-Gitaxias, Progress Tyrant (Foil Etched) (Phyrexian)",Mythic,2.0,80.0,Kamigawa  Neon Dynasty,Foil,English,NEAR MINT
1454,"Ugin, the Spirit Dragon",Mythic,2.0,75.0,War of the Spark Mythic Edition,Foil,English,NEAR MINT
1546,Mystic Gate,Rare,2.0,75.0,Shadowmoor,Foil,English,NEAR MINT
2586,Extraplanar Lens,S,1.0,75.0,Kaladesh Inventions,Foil,English,NEAR MINT
2588,Grindstone,S,2.0,75.0,Kaladesh Inventions,Foil,English,NEAR MINT
3119,Auriok Champion,Rare,2.0,75.0,Fifth Dawn,Foil,English,NEAR MINT
3208,Steelshaper's Gift,Uncommon,2.0,75.0,Fifth Dawn,Foil,English,NEAR MINT
3354,The Meathook Massacre (Extended Art),Mythic,5.0,75.0,Innistrad  Midnight Hunt,Foil,English,NEAR MINT
4472,Marsh Flats,Mythic,4.0,75.0,Zendikar Expeditions,Foil,English,NEAR MINT
4488,Temple Garden,Mythic,3.0,75.0,Zendikar Expeditions,Foil,English,NEAR MINT
4698,Toshiro Umezawa,Rare,2.0,75.0,Betrayers of Kamigawa,Foil,English,NEAR MINT
4784,Misty Rainforest,Rare,4.0,75.0,Zendikar,Foil,English,NEAR MINT
4810,Scalding Tarn,Rare,3.0,75.0,Zendikar,Foil,English,NEAR MINT
5396,Blood Moon,,4.0,75.0,Amonkhet Invocations,Foil,English,NEAR MINT
5423,No Mercy,,2.0,75.0,Amonkhet Invocations,Foil,English,NEAR MINT
6014,Aether Vial,Uncommon,4.0,75.0,Darksteel,Foil,English,NEAR MINT
6146,Magus of the Moon,Rare,2.0,75.0,Futuresight,Foil,English,NEAR MINT
7218,Force of Negation,Rare,6.0,75.0,Modern Horizons 1 Retro Frames,Foil,English,NEAR MINT
7995,Stoneforge Mystic,Rare,1.0,75.0,Worldwake,Foil,English,NEAR MINT
9999,Force of Negation,Rare,4.0,75.0,Modern Horizons,Foil,English,NEAR MINT
10094,"Urza, Lord High Artificer",Mythic,4.0,75.0,Modern Horizons,Foil,English,NEAR MINT
11175,"Kokusho, the Evening Star",Rare,2.0,75.0,Champions of Kamigawa,Foil,English,NEAR MINT
11617,"Vorinclex, Monstrous Raider (Phyrexian)",Mythic,4.0,75.0,Kaldheim,Foil,English,NEAR MINT
2598,Ornithopter,S,4.0,70.0,Kaladesh Inventions,Foil,English,NEAR MINT
3703,"Ragavan, Nimble Pilferer",Mythic,4.0,70.0,Modern Horizons 2,Foil,English,NEAR MINT
4484,Strip Mine,Rare,4.0,70.0,Zendikar Expeditions,Foil,English,NEAR MINT
4644,"Ink-Eyes, Servant of Oni",Rare,4.0,70.0,Betrayers of Kamigawa,Foil,English,NEAR MINT
5102,Cloudstone Curio,Rare,1.0,70.0,Ravnica,Foil,English,NEAR MINT
5413,Doomsday,,2.0,70.0,Amonkhet Invocations,Foil,English,NEAR MINT
6836,"Kiki-Jiki, Mirror Breaker",S,3.0,70.0,Time Spiral Remastered,Foil,English,NEAR MINT
10099,Wrenn and Six,Mythic,6.0,70.0,Modern Horizons,Normal,English,NEAR MINT
11228,"Shizo, Death's Storehouse",Rare,2.0,70.0,Champions of Kamigawa,Foil,English,NEAR MINT
11972,Underground River,Rare,2.0,70.0,9th Edition,Foil,English,NEAR MINT
68,Extended Art Uro Titan of Nature's Wrath,Mythic,4.0,65.0,Theros Beyond Death,Foil,English,NEAR MINT
395,Sword of Feast and Famine,Mythic,1.0,65.0,Mirrodin Besieged,Foil,English,NEAR MINT
2157,Mox Opal,Mythic,2.0,65.0,Scars of Mirrodin,Foil,English,NEAR MINT
2572,Arcbound Ravager,S,4.0,65.0,Kaladesh Inventions,Foil,English,NEAR MINT
2603,Rings of Brighthearth,S,3.0,65.0,Kaladesh Inventions,Foil,English,NEAR MINT
2608,Sphere of Resistance,S,3.0,65.0,Kaladesh Inventions,Foil,English,NEAR MINT
2617,Sword of War and Peace,S,2.0,65.0,Kaladesh Inventions,Foil,English,NEAR MINT
4003,Thorn of Amethyst,Rare,2.0,65.0,Lorwyn,Foil,English,NEAR MINT
4007,Thousand-Year Elixir,Rare,2.0,65.0,Lorwyn,Foil,English,NEAR MINT
5188,Watery Grave,Rare,2.0,65.0,Ravnica,Foil,English,NEAR MINT
5391,Aggravated Assault,S,2.0,65.0,Amonkhet Invocations,Foil,English,NEAR MINT
6053,Mycosynth Lattice,Rare,2.0,65.0,Darksteel,Foil,English,NEAR MINT
8770,Jace Wielder of Mysteries (JPN Alternate Art),Rare,4.0,65.0,War of the Spark,Foil,Japanese,NEAR MINT
8832,Tamiyo Collector of Tales (JPN Alternate Art),Rare,2.0,65.0,War of the Spark,Foil,Japanese,NEAR MINT
8936,Cavern of Souls,Mythic,1.0,65.0,Modern Masters 2017,Foil,English,NEAR MINT
8971,Liliana of the Veil,Mythic,3.0,65.0,Modern Masters 2017,Foil,English,NEAR MINT
11119,"Azami, Lady of Scrolls",Rare,2.0,65.0,Champions of Kamigawa,Foil,English,NEAR MINT
11121,"Azusa, Lost but Seeking",Rare,3.0,65.0,Champions of Kamigawa,Foil,English,NEAR MINT
11139,Glimpse of Nature,Rare,2.0,65.0,Champions of Kamigawa,Foil,English,NEAR MINT
12246,Sensei's Divining Top,,4.0,65.0,Eternal Masters,Foil,English,NEAR MINT
12293,"Emrakul, the Promised End",,1.0,65.0,Eldritch Moon,Foil,English,NEAR MINT
30,Extended Art Kroxa Titan of Death's Hunger,Mythic,5.0,60.0,Theros Beyond Death,Foil,English,NEAR MINT
347,Blightsteel Colossus,Mythic,2.0,60.0,Mirrodin Besieged,Foil,English,NEAR MINT
954,"Kataki, War's Wage",Rare,2.0,60.0,Saviors of Kamigawa,Foil,English,NEAR MINT
1072,Bloodstained Mire,Mythic,10.0,60.0,Zendikar Rising Expeditions,Foil,English,NEAR MINT
1075,Cavern of Souls,Mythic,16.0,60.0,Zendikar Rising Expeditions,Normal,English,NEAR MINT
1273,It That Betrays,Rare,1.0,60.0,Rise of the Eldrazi ,Foil,English,NEAR MINT
1561,Polluted Bonds,Rare,2.0,60.0,Shadowmoor,Foil,English,NEAR MINT
1571,Reflecting Pool,Rare,2.0,60.0,Shadowmoor,Foil,English,NEAR MINT
1592,Twilight Shepherd,Rare,2.0,60.0,Shadowmoor,Foil,English,NEAR MINT
2582,Defense Grid,S,2.0,60.0,Kaladesh Inventions,Foil,English,NEAR MINT
2610,Static Orb,S,3.0,60.0,Kaladesh Inventions,Foil,English,NEAR MINT
2613,Sword of Body and Mind,S,4.0,60.0,Kaladesh Inventions,Foil,English,NEAR MINT
2678,Grave Pact,Rare,2.0,60.0,10th Edition,Foil,English,NEAR MINT
3215,Vedalken Orrery,Rare,2.0,60.0,Fifth Dawn,Foil,English,NEAR MINT
3705,"Ragavan, Nimble Pilferer (Borderless)",Mythic,35.0,60.0,Modern Horizons 2,Normal,English,NEAR MINT
3746,Solitude (Borderless),Mythic,4.0,60.0,Modern Horizons 2,Foil,English,NEAR MINT
4491,Wasteland,Rare,1.0,60.0,Zendikar Expeditions,Foil,English,NEAR MINT
4794,Oracle of Mul Daya,Rare,2.0,60.0,Zendikar,Foil,English,NEAR MINT
4826,Verdant Catacombs,Rare,2.0,60.0,Zendikar,Foil,English,NEAR MINT
5110,Dark Confidant,Rare,2.0,60.0,Ravnica,Foil,English,NEAR MINT
5406,Cryptic Command,S,4.0,60.0,Amonkhet Invocations,Foil,English,NEAR MINT
5411,Diabolic Intent,S,1.0,60.0,Amonkhet Invocations,Foil,English,NEAR MINT
5854,Commandeer,Rare,2.0,60.0,Coldsnap,Foil,English,NEAR MINT
5885,Mishra's Bauble,Uncommon,4.0,60.0,Coldsnap,Foil,English,NEAR MINT
5960,Grand Abolisher,Rare,1.0,60.0,M12 Core Set,Foil,English,NEAR MINT
6020,Arcbound Ravager,Rare,2.0,60.0,Darksteel,Foil,English,NEAR MINT
8938,Craterhoof Behemoth,Mythic,2.0,60.0,Modern Masters 2017,Foil,English,NEAR MINT
8973,"Linvala, Keeper of Silence",Mythic,2.0,60.0,Modern Masters 2017,Foil,English,NEAR MINT
9160,Birds of Paradise,Rare,2.0,60.0,8th Edition,Foil,English,NEAR MINT
9186,Ensnaring Bridge,Rare,2.0,60.0,8th Edition,Foil,English,NEAR MINT
10230,Maralen of the Mornsong,Rare,2.0,60.0,Morningtide,Foil,English,NEAR MINT
11717,"Jin-Gitaxias, Progress Tyrant (Phyrexian)",Mythic,1.0,60.0,Kamigawa  Neon Dynasty,Foil,English,NEAR MINT
11869,The Wandering Emperor (Showcase),Mythic,5.0,60.0,Kamigawa  Neon Dynasty,Normal,English,NEAR MINT
11921,Fellwar Stone,Uncommon,2.0,60.0,9th Edition,Foil,English,NEAR MINT
12130,Torpor Orb,Rare,1.0,60.0,New Phyrexia,Foil,English,NEAR MINT
12179,Chrome Mox,,2.0,60.0,Eternal Masters,Foil,English,NEAR MINT
12262,Vampiric Tutor,,4.0,60.0,Eternal Masters,Foil,English,NEAR MINT
982,Pithing Needle,Rare,2.0,55.0,Saviors of Kamigawa,Foil,English,NEAR MINT
1086,Flooded Strand,Mythic,6.0,55.0,Zendikar Rising Expeditions,Foil,English,NEAR MINT
1097,Polluted Delta,Mythic,4.0,55.0,Zendikar Rising Expeditions,Foil,English,NEAR MINT
1451,"Nicol Bolas, Dragon-God",Mythic,2.0,55.0,War of the Spark Mythic Edition,Foil,English,NEAR MINT
2213,The Meathook Massacre,Mythic,4.0,55.0,Innistrad  Double Feature,Normal,English,NEAR MINT
2384,Doubling Season,Rare,4.0,55.0,Modern Masters,Foil,English,NEAR MINT
2594,Meekstone,S,3.0,55.0,Kaladesh Inventions,Foil,English,NEAR MINT
3355,The Meathook Massacre (Extended Art),Mythic,8.0,55.0,Innistrad  Midnight Hunt,Normal,English,NEAR MINT
3673,Misty Rainforest (Retro Frame),Rare,10.0,55.0,Modern Horizons 2,Foil,English,NEAR MINT
3702,"Ragavan, Nimble Pilferer",Mythic,24.0,55.0,Modern Horizons 2,Normal,English,NEAR MINT
4465,Forbidden Orchard,Rare,2.0,55.0,Zendikar Expeditions,Foil,English,NEAR MINT
5440,Wrath of God,S,1.0,55.0,Amonkhet Invocations,Foil,English,NEAR MINT
6160,Pact of Negation,Rare,2.0,55.0,Futuresight,Foil,English,NEAR MINT
6619,Showcase Brazen Borrower,Mythic,7.0,55.0,Throne of Eldraine,Foil,English,NEAR MINT
8847,Vivien Champion of the Wilds (JPN Alternate Art),Rare,2.0,55.0,War of the Spark,Foil,Japanese,NEAR MINT
8935,Cavern of Souls,Mythic,5.0,55.0,Modern Masters 2017,Normal,English,NEAR MINT
9002,Snapcaster Mage,Mythic,4.0,55.0,Modern Masters 2017,Foil,English,NEAR MINT
9047,Chrome Mox,Rare,3.0,55.0,Mirrodin,Normal,English,NEAR MINT
9054,Extraplanar Lens,Rare,1.0,55.0,Mirrodin,Foil,English,NEAR MINT
9774,"Ulamog, the Ceaseless Hunger",Mythic,7.0,55.0,Battle for Zendikar,Normal,English,NEAR MINT
9911,Exquisite Blood,Rare,2.0,55.0,Avacyn Restored,Foil,English,NEAR MINT
10247,Scapeshift,Rare,1.0,55.0,Morningtide,Foil,English,NEAR MINT
10524,"Elspeth, Knight-Errant",Mythic,3.0,55.0,Guilds of Ravnica Mythic Edition,Foil,English,NEAR MINT
11133,Forbidden Orchard,Rare,2.0,55.0,Champions of Kamigawa,Foil,English,NEAR MINT
11734,Kaito Shizuki (Borderless),Mythic,3.0,55.0,Kamigawa  Neon Dynasty,Foil,English,NEAR MINT
12178,Chrome Mox,,8.0,55.0,Eternal Masters,Normal,English,NEAR MINT
12192,Enlightened Tutor,,4.0,55.0,Eternal Masters,Foil,English,NEAR MINT
43,Extended Art Nyxbloom Ancient,Mythic,7.0,50.0,Theros Beyond Death,Foil,English,NEAR MINT
346,Blightsteel Colossus,Mythic,6.0,50.0,Mirrodin Besieged,Normal,English,NEAR MINT
965,"Michiko Konda, Truth Seeker",Rare,2.0,50.0,Saviors of Kamigawa,Foil,English,NEAR MINT
976,"Oboro, Palace in the Clouds",Rare,4.0,50.0,Saviors of Kamigawa,Normal,English,NEAR MINT
1068,Ancient Tomb,Mythic,6.0,50.0,Zendikar Rising Expeditions,Foil,English,NEAR MINT
1093,Misty Rainforest,Mythic,5.0,50.0,Zendikar Rising Expeditions,Foil,English,NEAR MINT
1121,Wooded Foothills,Mythic,7.0,50.0,Zendikar Rising Expeditions,Foil,English,NEAR MINT
1286,"Kozilek, Butcher of Truth",Mythic,8.0,50.0,Rise of the Eldrazi ,Normal,English,NEAR MINT
1328,"Ulamog, the Infinite Gyre",Mythic,6.0,50.0,Rise of the Eldrazi ,Normal,English,NEAR MINT
1355,Leyline of the Void,Rare,2.0,50.0,Guildpact,Foil,English,NEAR MINT
1528,Knollspine Dragon,Rare,1.0,50.0,Shadowmoor,Foil,English,NEAR MINT
1554,Painter's Servant,Rare,6.0,50.0,Shadowmoor,Normal,English,NEAR MINT
1573,Rhys the Redeemed,Rare,2.0,50.0,Shadowmoor,Foil,English,NEAR MINT
2183,"Skithiryx, the Blight Dragon",Mythic,2.0,50.0,Scars of Mirrodin,Foil,English,NEAR MINT
2587,Gauntlet of Power,S,3.0,50.0,Kaladesh Inventions,Foil,English,NEAR MINT
2601,Planar Bridge,S,2.0,50.0,Kaladesh Inventions,Foil,English,NEAR MINT
2607,Solemn Simulacrum,S,4.0,50.0,Kaladesh Inventions,Foil,English,NEAR MINT
2618,Torrential Gearhulk,S,1.0,50.0,Kaladesh Inventions,Foil,English,NEAR MINT
2932,Polluted Delta,Rare,6.0,50.0,Khans of Tarkir,Foil,English,NEAR MINT
3147,Crucible of Worlds,Rare,6.0,50.0,Fifth Dawn,Foil,English,NEAR MINT
3568,Cabal Coffers (Borderless),Mythic,9.0,50.0,Modern Horizons 2,Foil,English,NEAR MINT
3608,Endurance (Borderless),Mythic,6.0,50.0,Modern Horizons 2,Foil,English,NEAR MINT
3725,Scalding Tarn (Retro Frame),Rare,11.0,50.0,Modern Horizons 2,Foil,English,NEAR MINT
